row;position;condition;size;species;notes
17;12;2;100;L;frost damage
17;11;4;50;P;frost damage
17;10;4;200;Cu;
17;9;4;200;Cu;
17;8;4;50;Ti;frost damage
17;7;4;200;Cu;
17;6;2;10;Y;frost damage
17;5;3;25;G;
17;4;3;200;Cu;
17;3;3;25;G;
17;2;4;50;G;
17;1;4;200;Y;
16;37;2;100;Y;frost damage
16;36;3;25;P;frost damage
16;35;3;150;Y;frost damage
16;34;3;50;G;
16;33;4;150;Cu;
16;32;4;25;L;frost damage, Shrub next to it to be removed (Sapiangy)
16;31;4;10;L;frost damage
16;30;4;10;L;frost damage
16;29;3;10;L;
16;28;2;10;Y;frost damage
16;27;4;10;L;frost damage
16;26;3;100;L;Old stock right next to it
16;25;2;200;U;frost damage
16;24;3;50;Ti;frost damage
16;23;3;10;P;
16;22;3;10;G;frost damage
16;21;3;10;L;frost damage
16;20;4;200;Cu;
16;19;3;10;G;frost damage
16;18;4;10;G;frost damage
16;17;4;50;P;frost damage
16;16;3;25;Y;frost damage
16;15;4;200;Cu;
16;14;4;200;Cu;
16;13;4;10;Y;frost damage
16;12;3;25;C;frost damage
16;11;3;10;G;frost damage
16;10;2;200;U;frost damage
16;9;3;10;G;frost damage
16;8;3;25;P;frost damage
16;7;2;50;Y;frost damage
16;6;4;25;P;frost damage
16;5;2;50;Y;frost damage
16;4;4;100;L;
16;3;4;200;Cu;
16;2;3;25;G;
16;1;3;50;G;
15;37;4;200;Cu;Old stock right next to it (Curupa'y)
15;36;2;25;Y;frost damage
15;35;3;50;P;frost damage
15;34;3;25;Y;frost damage
15;33;4;25;P;frost damage
15;32;3;25;G;frost damage
15;31;3;100;Cu;frost damage
15;30;4;100;Ti;The bush next to it has to go. Ti is growing into it.
15;29;1;50;U;frost damage
15;28;3;25;L;frost damage
15;27;4;25;P;frost damage
15;26;3;10;G;frost damage
15;25;0;0;L;
15;24;3;50;Cu;
15;23;0;0;Y;
15;22;0;0;G;
15;21;3;100;Cu;Old stock right next to it (Yvyra pyta)
15;20;3;10;G;frost damage
15;19;3;10;L;
15;18;4;10;P;
15;17;4;200;Cu;
15;16;3;10;G;frost damage
15;15;4;10;L;
15;14;4;25;L;frost damage
15;13;4;10;G;frost damage
15;12;4;25;L;frost damage
15;11;3;10;Y;frost damage
15;10;4;10;U;frost damage
15;9;4;50;Ti;frost damage
15;8;1;10;Y;frost damage
15;7;0;0;G;missing 
15;6;1;200;U;frost damage
15;5;4;50;L;frost damage
15;4;4;200;Cu;
15;3;4;200;U;frost damage
15;2;4;200;Ti;
15;1;4;50;P;frost damage
14;37;4;200;Y;
14;36;2;50;Y;frost damage
14;35;4;25;P;frost damage
14;34;4;50;G;
14;33;4;25;L;frost damage
14;32;2;10;Y;
14;31;2;200;Y;frost damage
14;30;3;10;P;frost damage
14;29;4;150;Y;
14;28;3;25;U;frost damage
14;27;4;10;G;frost damage
14;26;2;10;Y;frost damage
14;25;4;10;G;frost damage
14;24;2;10;Y;frost damage
14;23;2;10;Y;frost damage
14;22;4;10;L;frost damage
14;21;3;50;G;frost damage
14;20;2;10;Y;frost damage
14;19;1;10;Y;
14;18;4;10;G;
14;17;4;10;L;frost damage
14;16;2;10;Y;frost damage
14;15;3;10;G;
14;14;2;10;Y;frost damage
14;13;3;10;G;frost damage
14;12;1;10;Y;frost damage
14;11;4;25;L;frost damage
14;10;3;200;Cu;
14;9;4;10;L;frost damage
14;8;4;50;G;
14;7;3;50;Cu;frost damage
14;6;4;10;G;
14;5;4;200;Cu;
14;4;2;10;U;frost damage
14;3;3;50;Y;
14;2;3;10;C;
14;1;4;200;Cu;
13;37;3;100;Y;
13;36;0;0;Y;
13;35;2;10;Y;frost damage damage 
13;34;4;200;Cu;
13;33;2;50;Y;frost damage damage 
13;32;4;150;Cu;
13;31;2;10;Y;
13;30;1;10;U;frost damage damage, Old stock right next to it (Yvyra pyta)
13;29;3;25;Cu;frost damage damage
13;28;4;200;Y;
13;27;2;100;Y;frost damage damage 
13;26;3;10;P;
13;25;4;10;G;frost damage damage 
13;24;2;50;Y;frost damage damage
13;23;3;150;L;frost damage damage 
13;22;3;50;Cu;frost damage 
13;21;3;10;Y;frost damage 
13;20;3;10;G;frost damage 
13;19;3;100;Cu;frost damage 
13;18;2;10;Y;frost damage 
13;17;1;150;Y;frost damage
13;16;3;100;Cu;frost damage 
13;15;3;25;P;frost damage 
13;14;3;50;L;frost damage 
13;13;1;50;Y;frost damage 
13;12;3;10;P;
13;11;1;100;Y;frost damage 
13;10;4;10;P;frost damage 
13;9;3;100;Cu;frost damage 
13;8;3;10;Ti;frost damage 
13;7;1;150;L;frost damage 
13;6;4;200;Y;
13;5;4;25;G;
13;4;4;100;L;frost damage 
13;3;3;10;Y;frost damage 
13;2;3;25;P;
13;1;4;150;Y;
12;37;3;50;P;frost damage 
12;36;0;0;L;
12;35;3;50;G;
12;34;3;10;Y;frost damage 
12;33;3;150;Cu;
12;32;3;25;G;
12;31;0;0;P;
12;30;4;150;Cu;Old stock right next to it (Yvyra pyta)
12;29;3;25;G;
12;28;3;10;L;frost damage 
12;27;3;25;U;frost damage 
12;26;3;10;L;frost damage 
12;25;0;0;L;
12;24;3;100;Cu;frost damage 
12;23;2;10;Y;frost damage 
12;22;3;10;P;frost damage 
12;21;3;10;P;
12;20;0;0;Y;
12;19;3;10;P;frost damage 
12;18;1;50;Y;frost damage 
12;17;3;150;Cu;
12;16;3;10;G;
12;15;3;25;P;frost damage 
12;14;3;50;Cu;frost damage 
12;13;4;10;L;frost damage 
12;12;0;0;Y;
12;11;3;50;Cu;frost damage 
12;10;3;10;L;
12;9;3;10;P;frost damage 
12;8;0;0;Y;
12;7;3;10;Cu;frost damage 
12;6;4;200;L;
12;5;4;150;Y;
12;4;3;10;G;
12;3;2;10;G;
12;2;3;10;G;
12;1;2;200;L;eaten away 
11;39;0;0;L;
11;38;0;0;P;
11;37;2;10;P;
11;36;3;10;Y;frost damage 
11;35;2;10;Y;frost damage 
11;34;3;50;Cu;frost damage 
11;33;3;25;G;
11;32;0;0;Y;
11;31;0;0;L;
11;30;4;10;P;frost damage 
11;29;4;200;Cu;
11;28;0;0;L;
11;27;4;200;Cu;
11;26;1;10;Y;frost damage
11;25;3;50;Cu;frost damage, Old stock right next to it (Yvyra pyta)
11;24;4;200;Cu;Old stock right next to it (Yvyra pyta)
11;23;1;10;Y;frost damage 
11;22;4;10;P;frost damage 
11;21;3;10;P;frost damage 
11;20;1;10;Y;frost damage 
11;19;0;0;L;
11;18;4;10;P;frost damage 
11;17;4;10;L;frost damage 
11;16;3;10;Y;
11;15;4;10;P;frost damage 
11;14;2;10;Y;frost damage 
11;13;3;50;Cu;frost damage
11;12;4;100;L;
11;11;3;50;Cu;frost damage 
11;10;2;100;Y;frost damage, Old stock right next to it (Yvyra pyta)
11;9;3;10;P;
11;8;3;10;L;frost damage 
11;7;4;200;Cu;
11;6;3;25;P;frost damage 
11;5;2;10;Y;frost damage 
11;4;2;10;G;Mini
11;3;4;200;Cu;
11;2;3;150;Y;
11;1;0;0;Y;
10;37;4;150;Ti;
10;36;4;50;L;frost damage 
10;35;4;200;Cu;
10;34;3;10;G;
10;33;2;10;C;frost damage 
10;32;1;50;Y;
10;31;4;200;L;
10;30;2;10;Y;frost damage 
10;29;3;10;Y;frost damage 
10;28;0;0;Y;
10;27;3;10;G;frost damage 
10;26;2;10;Y;frost damage 
10;25;4;25;L;frost damage 
10;24;4;200;Cu;
10;23;3;10;Y;frost damage 
10;22;2;200;Cu;frost damage 
10;21;1;200;Y;frost damage 
10;20;4;200;Y;
10;19;2;25;U;frost damage 
10;18;4;100;Cu;
10;17;4;10;P;frost damage
10;16;4;50;L;frost damage 
10;15;2;10;Y;frost damage 
10;14;3;10;G;frost damage 
10;13;3;10;Y;frost damage, Old stock right next to it (Yvyra pyta 2 darüber)
10;12;3;10;G;frost damage 
10;11;4;200;Cu;
10;10;2;10;Y;frost damage, Old stock right next to it (Yvyra pyta)
10;9;2;10;Y;frost damage 
10;8;0;0;Y;missing 
10;7;1;100;Y;frost damage 
10;6;3;10;G;frost damage 
10;5;2;10;Y;frost damage 
10;4;0;0;G;missing 
10;3;4;200;Cu;
10;2;4;100;G;
10;1;3;50;Y;
9;38;4;150;G;
9;37;3;10;Y;
9;36;3;25;G;frost damage 
9;35;0;0;Y;
9;34;3;50;L;frost damage 
9;33;3;50;Cu;
9;32;3;50;Y;
9;31;4;150;Ti;
9;30;4;25;L;
9;29;3;50;Y;frost damage 
9;28;2;10;Y;frost damage 
9;27;3;10;Y;
9;26;3;10;L;
9;25;4;200;Cu;
9;24;3;10;U;frost damage 
9;23;3;10;G;frost damage 
9;22;3;25;P;frost damage 
9;21;3;25;L;frost damage 
9;20;4;10;L;
9;19;0;0;G;missing
9;18;4;25;L;frost damage 
9;17;4;10;P;Old stock right next to it (Yvyra pyta)
9;16;3;10;Y;frost damage 
9;15;2;10;L;frost damage 
9;14;2;10;Y;frost damage 
9;13;4;25;L;frost damage 
9;12;2;10;Y;frost damage 
9;11;2;10;Y;frost damage 
9;10;2;10;G;
9;9;4;25;U;frost damage 
9;8;3;10;G;
9;7;3;10;G;frost damage 
9;6;3;10;U;frost damage 
9;5;2;10;Y;frost damage 
9;4;4;200;Cu;
9;3;4;50;G;
9;2;4;150;Y;
9;1;4;200;Cu;
8;38;4;150;Y;
8;37;4;200;Cu;
8;36;3;10;U;frost damage 
8;35;3;10;U;frost damage 
8;34;4;200;Cu;
8;33;4;25;G;
8;32;2;10;Y;frost damage 
8;31;3;50;G;
8;30;2;10;Y;frost damage 
8;29;4;50;G;
8;28;4;200;Cu;
8;27;3;10;G;frost damage 
8;26;2;10;Y;frost damage 
8;25;2;25;Y;frost damage 
8;24;3;25;L;frost damage 
8;23;3;10;Y;frost damage 
8;22;0;10;G;
8;21;0;10;Y;
8;20;3;25;U;frost damage 
8;19;3;50;L;
8;18;3;50;Cu;
8;17;4;10;L;frost damage 
8;16;2;10;G;
8;15;3;10;G;
8;14;1;10;Y;frost damage 
8;13;0;0;Y;missing
8;12;3;10;P;frost damage 
8;11;3;10;U;frost damage 
8;10;2;10;Y;frost damage 
8;9;0;10;Y;
8;8;0;0;P;missing 
8;7;3;10;L;frost damage 
8;6;3;25;Ti;frost damage 
8;5;3;25;Y;frost damage 
8;4;4;150;Y;
8;3;4;25;C;frost damage 
8;2;4;100;Y;
8;1;4;150;G;
7;38;4;25;G;
7;37;4;200;Ti;
7;36;4;150;Ti;
7;35;4;200;Cu;
7;34;0;0;Y;
7;33;2;25;Y;frost damage 
7;32;4;200;Cu;
7;31;3;25;Y;
7;30;3;10;U;frost damage 
7;29;2;25;Y;frost damage 
7;28;3;25;P;frost damage 
7;27;2;10;Y;frost damage
7;26;3;25;L;frost damage
7;25;3;10;G;frost damage 
7;24;2;10;Y;frost damage 
7;23;0;0;Y;
7;22;2;10;Y;
7;21;3;10;G;
7;20;2;10;Y;frost damage 
7;19;4;200;Cu;
7;18;3;25;G;
7;17;3;100;L;
7;16;0;0;P;missing 
7;15;2;10;Y;frost damage 
7;14;4;25;L;frost damage 
7;13;4;50;Ti;frost damage 
7;12;3;10;Y;frost damage 
7;11;3;10;Y;frost damage 
7;10;3;200;Cu;
7;9;3;25;L;frost damage 
7;8;3;200;Cu;
7;7;1;50;Y;Kahl 
7;6;4;100;Cu;
7;5;0;0;C;
7;4;3;50;Y;
7;3;3;25;G;frost damage 
7;2;3;25;G;
7;1;4;200;Y;
6;38;4;50;G;
6;37;4;200;Cu;
6;36;4;150;Y;
6;35;3;100;G;
6;34;4;200;Cu;
6;33;3;25;P;frost damage 
6;32;4;100;Y;
6;31;4;100;L;
6;30;2;25;Y;frost damage 
6;29;3;200;Cu;frost damageschäden am Stamm
6;28;1;25;Y;frost damage 
6;27;4;100;L;
6;26;2;10;Y;frost damage 
6;25;3;10;Y;
6;24;3;50;Y;
6;23;4;200;Cu;
6;22;3;50;L;
6;21;2;25;Y;frost damage 
6;20;3;25;L;
6;19;4;25;U;frost damage 
6;18;1;10;Y;frost damage 
6;17;3;10;L;frost damage 
6;16;1;25;Y;frost damage 
6;15;2;10;Y;frost damage 
